code,ergp_line_item,mda_code,agency,mother_ministry,amount,alignment,confidence,reason,mandate_deviation_score
ERGP5159112,PROCUREMENT OF AMPHIBIAN EXCAVATOR FOR TYPHA GRASS CLEARANCE & DESILTING OF RIVERS,252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,YES,HIGH,"Procurement of amphibian excavator for typha grass clearance and desilting directly supports the agency's mandate to manage water resources, maintain irrigation infrastructure, and preserve the Hadejia-Nguru wetlands by removing invasive vegetation and sediment that impede water flow and irrigation systems.",0
ERGP5176830,"INTRODUCTION OF NOVEL ANIMAL HUSBANDARY IN IRRIGATION SKILLS, KANO, JIGAWA AND BAUCHI STATES",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,14000000.0,PARTIAL,MEDIUM,"While the agency covers irrigation skills training in Kano, Jigawa and Bauchi states within its mandate, animal husbandry is not explicitly part of its core water resources and irrigation infrastructure functions, though it could support integrated farming systems in irrigated areas.",50
ERGP5177796,"GYAURO DAM/IRRIGATION - I IN KANO STATE
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,38500000.0,YES,HIGH,"The Gyauro Dam/Irrigation project in Kano State directly aligns with HJRBDA's core mandate to construct dams, develop irrigation infrastructure, and manage water resources in the Hadejia-Jama'are river basin covering Kano State.",0
ERGP5193317,"CONSTRUCTION OF DUDDURUN GAYA EARTH DAM
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,5250000.0,YES,HIGH,"Construction of Duddurun Gaya Earth Dam directly aligns with HJRBDA's statutory function to construct, operate and maintain dams for water storage, irrigation, and flood control within their river basin coverage area.",0
ERGP5193509,"CONSTRUCTION OF GEZAWA EARTH DAM, KANO STATE
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,YES,HIGH,"Construction of Gezawa Earth Dam in Kano State directly aligns with the agency's statutory function to construct and operate dams for water storage, irrigation, and flood control within their geographical mandate covering Kano State.",0
ERGP5206027,"PAYMENT OF LIABILITY KANO RIVER IRRIGATION PROJECT
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,28000000.0,YES,HIGH,Payment of liability for Kano River Irrigation Project directly aligns with HJRBDA's statutory function to develop and operate irrigation schemes and manage water distribution infrastructure in the Hadejia-Jama'are river basin.,0
ERGP5206050,"PAYMENT OF LIABILITY ON REHABILITATION OF TIGA DAM
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,28000000.0,YES,HIGH,"The rehabilitation of Tiga Dam directly falls under the agency's statutory function to construct, operate and maintain Tiga and Challawa Gorge Dams as part of their water resources management mandate.",0
ERGP5206096,"PAYMENT OF LIABILITY ON REHABILITATION OF HADEJIA BARRAGE
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,24500000.0,YES,HIGH,"Payment of liability for rehabilitating Hadejia Barrage directly aligns with the agency's statutory function to construct, operate and maintain water infrastructure including dams and barrages for irrigation and water management in the Hadejia-Jama'are river basin.",0
ERGP5206237,"OPERATION AND REHABILITATION OF GARI IRRIGATION PROJECT INFRASTRUCTURES
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,24500000.0,YES,HIGH,"Operating and rehabilitating irrigation project infrastructures directly aligns with HJRBDA's core mandate to develop, operate and maintain irrigation schemes and infrastructure within the Hadejia-Jama'are river basin.",0
ERGP5206309,"PAYMENT OF LIABILITY ON HADEJIA AND KURA PROJECTS
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,YES,HIGH,"Payment of liability on Hadejia and Kura projects directly relates to the agency's core mandate of managing water resources and irrigation infrastructure in the Hadejia-Jama'are river basin, as these are likely existing water development projects within their operational area.",0
ERGP5206321,"PAYMENT OF LIABILITY ON TIGA DAM AND RUWAN KANYA RESERVOIR
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,YES,HIGH,"The payment of liability on Tiga Dam directly relates to the agency's statutory function to construct, operate and maintain Tiga Dam as specified in their mandate.",0
ERGP5206338,"WATER SUPPLY SCHEMES IN VARIOUS LOCATIONS WITHIN THE CATCHMENT
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,14000000.0,YES,HIGH,Water supply schemes within the catchment directly align with HJRBDA's core mandate to manage water resources and distribute water in the Hadejia-Jama'are river basin.,0
ERGP5206452,"REHABILITATION OF KATAGUM IRRIGATION PROJECT
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,14000000.0,YES,HIGH,"Rehabilitation of Katagum Irrigation Project directly aligns with HJRBDA's statutory functions to develop and maintain irrigation infrastructure, support agricultural production, and manage water resources in the Hadejia-Jama'are river basin covering northern Nigeria states including where Katagum is located.",0
ERGP5206594,"CONSTRUCTION OF MAIGATARI IRRIGATION SCHEME
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,49000000.0,YES,HIGH,Construction of Maigatari Irrigation Scheme directly aligns with HJRBDA's core mandate to develop irrigation infrastructure and schemes within their basin coverage area including Jigawa State where Maigatari is located.,0
ERGP5207066,"PAYMENT OF LIABILITY FOR THE REHABILITAION OF CHALLAWA GORGE DAM
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,24500000.0,YES,HIGH,"The rehabilitation of Challawa Gorge Dam directly aligns with the agency's statutory function to construct, operate and maintain the Challawa Gorge Dam as specified in function (c) of their mandate.",0
ERGP5207071,"PAYMENT OF LIABILITY ON REHABILITATION OF GALALA EARTH DAM
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,24500000.0,YES,HIGH,"The rehabilitation of Galala Earth Dam directly aligns with HJRBDA's statutory function to construct, operate and maintain dams and water infrastructure within their river basin coverage area.",0
ERGP5207086,"REHABILITATION OF GARI MAIN CANAL AND RESERVOIR
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,YES,HIGH,"Rehabilitation of irrigation infrastructure including canals and reservoirs directly aligns with HJRBDA's statutory functions to maintain irrigation canals and water distribution infrastructure, and operate irrigation schemes within the Hadejia-Jama'are river basin.",0
ERGP5207095,"CONSTRUCTION OF EARTH DAM IN BAYERO UNIVERSITY, KANO
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,49000000.0,PARTIAL,MEDIUM,"While the agency has mandate to construct dams and manage water resources in Kano State, constructing a dam specifically within a university campus may not directly serve the core irrigation, agricultural, and basin-wide water management purposes outlined in their statutory functions.",50
ERGP5227792,"REHABILITATION OF HAYIN WARDE MINI EARTH DAM IN GWARAM LGA JIGAWA STATE
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,14000000.0,YES,HIGH,"Rehabilitating a mini earth dam in Jigawa State directly aligns with HJRBDA's statutory functions to construct, operate and maintain water infrastructure and develop irrigation schemes within their coverage area.",0
ERGP5227836,"LAND RECLAMATION AND EROSION CONTROL IN SABON GARI
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,7000000.0,YES,HIGH,"Land reclamation and erosion control activities directly support the agency's mandate to manage water resources, develop irrigation infrastructure, and maintain watershed integrity within the Hadejia-Jama'are river basin.",0
ERGP5228074,REMODELING AND IMPROVEMENT OF WUDIL PILOT IRRIGATION FOR COMMERCIAL OPERATION KANO STATE PHASE II,252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,35000000.0,YES,HIGH,"This budget item directly aligns with the agency's statutory functions to develop and operate irrigation schemes, maintain irrigation infrastructure, and support commercial agricultural production in Kano State within the Hadejia-Jama'are river basin.",0
ERGP5228084,"SUPPLY OF LUBRICANTS FOR HEAVY DUTY EQUIPMENT
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,YES,HIGH,"Lubricants for heavy duty equipment are essential for maintaining and operating the dams, irrigation infrastructure, and construction equipment that HJRBDA uses to fulfill its core mandate of managing water resources and developing irrigation schemes.",0
ERGP5228127,"SUPPLY OF PMS FOR THE AUTHORITY'S FLEET OF VEHICLES
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,24500000.0,YES,HIGH,"Vehicle fuel supply is essential for HJRBDA to conduct field operations including dam maintenance, irrigation scheme management, wetland monitoring, and providing services across the vast river basin territory covering multiple northern Nigerian states.",0
ERGP5228138,"SUPPLY OF DIESEL FOR THE AUTHORITY'S POWER GENERATION
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,24500000.0,YES,HIGH,"Diesel for power generation is essential for operating irrigation infrastructure, water pumping systems, dams, and other critical water management facilities that are core to HJRBDA's mandate.",0
ERGP5228145,"DIGITIZATION OF H-JRBDA LAND ASSETS
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,35000000.0,PARTIAL,MEDIUM,"While digitizing land assets could support the agency's irrigation development and water resources management functions by improving land records for agricultural schemes, it represents an indirect administrative activity rather than a core statutory function focused on water resources, irrigation infrastructure, and agricultural production.",50
ERGP5228149,"SUPPLY OF LIVESTOCK FEED
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,NO,HIGH,"Supply of livestock feed is not within HJRBDA's mandate which focuses specifically on water resources management, irrigation development, and crop agriculture rather than livestock operations.",100
ERGP5228168,"PROVISION OF POST HARVEST EQUIPMENT FOR FOOD SECURITY
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,49000000.0,PARTIAL,MEDIUM,"While post-harvest equipment supports food security which aligns with the agency's agricultural support role, the mandate focuses primarily on water resources management and irrigation development rather than comprehensive agricultural equipment provision.",50
ERGP5228178,"PROVISION FOR NASENI ASSET RESTORATION PROGRAMME
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,63000000.0,NO,HIGH,"NASENI Asset Restoration Programme relates to the National Agency for Science and Engineering Infrastructure, which is completely outside HJRBDA's water resources and irrigation development mandate.",100
ERGP5228428,"CONSTRUCTION OF DUDDURUN GAYA EARTH DAM
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,70000000.0,YES,HIGH,"Construction of Duddurun Gaya Earth Dam directly aligns with the agency's statutory function to construct and operate dams for water storage, irrigation, and flood control within the Hadejia-Jama'are river basin.",0
ERGP5228558,"CONSTRUCTION OF TIGA DAM CATCHMENT ACCESS ROAD PHASE 1 FROM WURA- WURA TO YALLABI TUDUN WADA LGA, KANO STATE",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,700000.0,PARTIAL,MEDIUM,"While the agency operates Tiga Dam and needs infrastructure access for dam operations and maintenance, constructing general access roads extends beyond their core water resources and irrigation mandate unless specifically justified for dam operational purposes.",50
ERGP5228582,"PAYMENT OF LIABILITY ON GARI IRRIGATION PROJECT
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,YES,HIGH,Payment of liability on Gari Irrigation Project directly aligns with HJRBDA's core mandate to develop and operate irrigation schemes and maintain irrigation infrastructure in the Hadejia-Jama'are river basin.,0
ERGP5236880,"PROVISION OF AGRICULTURAL INFRASTRUCTURE (CANALS, FARM ACCESS ROADS AND OTHERS) IN THE IRRIGABLE LANDS OF THE HADEJIA JAMAÃÂRE RIVER BASIN UNDER",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,5250000000.0,YES,HIGH,"The provision of agricultural infrastructure including canals and farm access roads in irrigable lands directly aligns with HJRBDA's statutory functions to develop irrigation infrastructure, maintain irrigation canals, and support agricultural production in the Hadejia-Jama'are river basin.",0
ERGP5236887,"PROVISION OF CRITICAL INPUTS, MECHANIZATION AND ADEQUATE EXTENSION SERVICES IN THE HADEJIA-JAMAARE RIVER BASIN TO SUPPORT THE RENEWED HOPE",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,5250000000.0,YES,HIGH,"This budget item directly aligns with the agency's statutory functions to provide agricultural extension services to irrigated farmers, support agricultural production, and develop irrigation infrastructure in the Hadejia-Jama'are river basin.",0
ERGP5236890,SUPPORT TO IRRIGATION DEVELOPMENT FOR FOOD SECURITY TOWARDS THE ACTUALIZATION OF THE RENEWED HOPE AGENDA (MULTIPLE LOTS),252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,5250000000.0,YES,HIGH,This budget item directly aligns with the agency's core mandate to develop irrigation infrastructure and support agricultural production for food security in the Hadejia-Jama'are river basin.,0
ERGP5236921,"SUPPLY OF ASSORTED GRAINS IN KANO SOUTH SENATORIAL DISTRICT, KANO
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,1050000000.0,NO,HIGH,"The agency's mandate focuses on water resources management, irrigation infrastructure, and dam operations, not direct supply or distribution of grains which falls outside their statutory functions.",100
ERGP5236922,"SUPPLY OF AGRICULTURAL AND IRRIGATION EQUIPMENT IN KANO SOUTH SENATORIAL DISTRICT, KANO",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,1050000000.0,YES,HIGH,"Supplying agricultural and irrigation equipment in Kano South Senatorial District directly supports the agency's statutory functions of developing irrigation infrastructure, supporting agricultural production, and distributing irrigation water to farmers within their operational area of Kano State.",0
ERGP5236926,PROVISION OF AGRICULTURAL INPUTS TO FARMING COMMUNITIES IN RADI AND OTHER SURROUNDING COMMUNITIES,252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,70000000.0,YES,HIGH,Providing agricultural inputs to farming communities directly supports the agency's statutory function to support agricultural production and provide extension services to irrigated farmers in the basin.,0
ERGP5236978,"PURCHASE OF ASSORTED GRAINS IN DOGUWA/TUDUN WADA FEDERAL CONSTITUENCY, KANO STATE",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,PARTIAL,MEDIUM,"While purchasing grains falls outside HJRBDA's core mandate of water resource management and irrigation infrastructure development, it could be justified as supporting agricultural production in their operational area if related to seed distribution or demonstration programs for irrigated farming.",50
ERGP5236999,"PROVISION FOR SESAME SEED PROCESSING, PRECLEARING EQUIPMENT, AND TRAINING FOR FARMERS ALONG THE NORTHEAST AND NORTHEAST FOR VALUE ADDITION.",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,2072983275.0,PARTIAL,MEDIUM,"While the agency supports agricultural production and provides extension services to farmers in northern Nigeria, sesame seed processing and value addition falls outside its core water resources management and irrigation infrastructure mandate.",50
ERGP5237091,PROCUREMENT AND SUPPLY OF ASSORTED FOOD STUFFS TO SUPPORT INDIGENT AND VULNERABLE FAMILIES IN DOGUWA/TUDUNWADA FEDERAL CONSTITUENCY,252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,175000000.0,NO,HIGH,"The budget item involves direct food distribution to vulnerable families, which is not within HJRBDA's mandate of water resources management, irrigation development, and agricultural infrastructure provision.",100
ERGP5237104,"PROVISION OF INFRASTRUTURE (TOILETS, LOADING RAMPS AND PERIMRTER FENCING) IN GAMAWA CATTLE MARKET IN GAMAWA FEDERAL CONSTITUENCY, BAUCHI STATE",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,70000000.0,NO,HIGH,"Providing infrastructure for cattle markets falls outside HJRBDA's mandate which is specifically focused on water resources management, irrigation development, and agricultural production rather than livestock market infrastructure.",100
ERGP5237271,PROVISION OF FOOD ITEMS IN AFIJIO/ATIBA/OYO EAST AND WEST FEDERAL CONSTITUENCY,252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,58170000.0,NO,HIGH,"The budget item involves provision of food items in Oyo State constituencies, which falls outside HJRBDA's geographical mandate that covers only Kano, Jigawa, Yobe, and Bauchi States in northern Nigeria, and does not align with the agency's core functions of water resources management and irrigation development.",100
ERGP5237317,"SUPPLY OF RICE, FERTILIZERS AND OTHER FARMING IMPLEMENT TO GWARAM LGA, JIGAWA STATE.",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,35000000.0,YES,HIGH,"Supply of rice, fertilizers and farming implements to Gwaram LGA in Jigawa State directly supports the agency's mandate to promote agricultural production and provide extension services to farmers within its coverage area of the Hadejia-Jama'are river basin.",0
ERGP5237331,"PROVISION FOR THE PURCHASE OF AGRIC IMPLEMENT IN BAUCHI CENTRAL
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,70000000.0,YES,HIGH,"The purchase of agricultural implements in Bauchi Central aligns with HJRBDA's mandate to support agricultural production and provide extension services to farmers in the Hadejia-Jama'are river basin, which includes Bauchi State.",0
ERGP7206489,"ANNUAL AUDIT MONITORING AND EVALUATION
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,8400000.0,PARTIAL,MEDIUM,"While audit monitoring and evaluation is not explicitly listed in HJRBDA's statutory functions, it serves as a necessary administrative function to ensure accountability and effectiveness in executing the agency's water resources management and irrigation development mandates.",50
ERGP7227807,"PROCUREMENT PROCESSES AND IMPLEMENTATION
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,21000000.0,PARTIAL,MEDIUM,"While procurement processes are necessary for HJRBDA to acquire equipment, materials and services for irrigation infrastructure, dam operations and water management projects within their mandate, this generic budget line lacks specificity about what is being procured and whether it directly supports their core water resources and agricultural development functions.",50
ERGP8159047,"GRADUATE HUMAN DEVELOPMENT IN IRRIGATED AGRICULTURE SCHEME
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,31500000.0,YES,HIGH,Graduate human development in irrigated agriculture directly supports the agency's mandate to provide agricultural extension services to irrigated farmers and develop irrigation schemes for agricultural production in the Hadejia-Jama'are river basin.,0
ERGP8159051,"ESTABLISHMENT OF MODEL FARM CENTRE BASED ON SONGHAI MODEL
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,42000000.0,PARTIAL,MEDIUM,"While establishing a model farm centre supports agricultural production which aligns with the agency's irrigation and farming support functions, the Songhai model approach may extend beyond the agency's core water resources and irrigation infrastructure mandate into broader agricultural development activities.",50
ERGP8236969,"ENTERPRENEURSHIP TRAINING FOR YOUTH DEVELOPMENT AND EMPOWERMENT IN GOLOLO TOWN, GAMAWA LGA BAUCHI STATE",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,88760000.0,PARTIAL,MEDIUM,"While youth entrepreneurship training is not explicitly within HJRBDA's core water resources and irrigation mandate, it could relate to supporting agricultural livelihoods and community engagement in their operational area of Bauchi State.",50
ERGP8236972,"PROVSION OF SEWING MACHINES FOR YOUTHS AND WOMEN IN KADUNA SOUTH FEDERAL CONS., KADUNA STATE.",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,35000000.0,NO,HIGH,"Providing sewing machines for youths and women in Kaduna South falls outside HJRBDA's water resources and irrigation mandate, and Kaduna State is not within their designated coverage area of Kano, Jigawa, Yobe, and Bauchi States.",100
ERGP8236976,"SUPPLY OF EMPOWERMENT MATERIALS IN FAGGE FEDERAL CONSTITUENCY, KANO STATE",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,14000000.0,PARTIAL,MEDIUM,"The item could align with the agency's mandate if the empowerment materials are specifically related to irrigation farming, water management, or agricultural extension services within their operational area of Kano State, but the vague description makes it unclear whether these materials support the agency's core water resources and irrigation functions.",50
ERGP8236987,"EMPOWERMENT OF WOMEN AND YOUTHS IN OYI/AYAMELUM FEDERAL CONSTITUENCY, ANAMBRA STATE (MCG)",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,70000000.0,NO,HIGH,"This budget item targets a specific federal constituency in Anambra State (southeastern Nigeria) which is completely outside HJRBDA's geographical mandate that covers only Kano, Jigawa, Yobe and Bauchi States in northern Nigeria.",100
ERGP8237215,"TRAINING AND EMPOWERMENT OF YOUTHS AND WOMEN IN AGRICULTURE IN YAMALTU-DEBA FEDERAL CONSTITUENCY, GOMBE STATE",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,35000000.0,NO,HIGH,"The budget item targets Yamaltu-Deba Federal Constituency in Gombe State, which falls outside HJRBDA's statutory coverage area of Kano, Jigawa, Yobe, and Bauchi States in the Hadejia-Jama'are river basin.",100
ERGP8237218,EMPOWERMENT OF WOMEN AND YOUTHS ON SEWING MACHINE IN TARAUNI FEDERAL CONSTITUENCY KANO STATE,252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,175000000.0,NO,HIGH,"Providing sewing machines for women and youth empowerment falls outside HJRBDA's core mandate of water resources management, irrigation development, and agricultural production in the river basin.",100
ERGP8237219,"SEMI-SKILLED TRAINING AND EMPOWERMENT OF SMALL AND MEDIUM ENTERPRISES IN OLUYOLE FEDERAL CONSTITUENCY, OYO STATE",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,35000000.0,NO,HIGH,"The budget item targets Oluyole Federal Constituency in Oyo State (southwestern Nigeria) which is completely outside HJRBDA's geographical mandate that covers only Kano, Jigawa, Yobe and Bauchi States in northern Nigeria.",100
ERGP8237276,"YOUTH & WOMEN EMPOWERMENT IN UMUAHIA NORTH, IKORODU & OTHER LOCATIONS",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,46536000.0,NO,HIGH,"The budget item focuses on youth and women empowerment in locations outside HJRBDA's geographic mandate (which covers Kano, Jigawa, Yobe, and Bauchi States in northern Nigeria), and does not relate to the agency's core functions of water resources management, irrigation development, or agricultural programs in the Hadejia-Jama'are river basin.",100
ERGP8237281,"EMPOWERMENT FOR FARMERS IN KANO SOUTH SENATORIAL DISTRICT, KANO STATE.
",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,35000000.0,YES,HIGH,"The budget item directly aligns with the agency's mandate to support agricultural production and provide extension services to farmers in Kano State, which is within the Hadejia-Jama'are river basin coverage area.",0
ERGP8237333,"PROCUREMENT AND SUPPLY OF ASSORTED YOUTH EMPOWERMENT MATERIALS (MOTORCYCLES, SEWING AND GRINDING MACHINES, WATER PUMPS) IN",252041001,HADEJIA-JAMAÃÂ»ARE RBDA,,175000000.0,PARTIAL,MEDIUM,"Water pumps align with the agency's irrigation and water distribution mandate, but motorcycles, sewing machines, and grinding machines fall outside their core water resources and irrigation infrastructure responsibilities.",50
ERGP10157494,"COMPLETION OF SMALL HYDRO POWER IN DOMA PROJECT
",252042001,LOWER BENUE RBDA,,42322000.0,PARTIAL,MEDIUM,"While the agency constructs dams and water infrastructure that could incorporate hydropower components, electricity generation is not explicitly within LBRBDA's core mandate which focuses on irrigation, water resources management, and agricultural development.",50
ERGP10158076,PROVISION OF ALTERNATIVE POWER SOURCE (SOLAR/INVERTER) FOR HEADQUARTERS OPERATIONS,252042001,LOWER BENUE RBDA,,4858000.0,PARTIAL,MEDIUM,"While solar power provision supports essential headquarters operations for water resources management activities, it falls outside the core mandate of irrigation, flood control, and water resource development but serves as necessary operational infrastructure.",50
ERGP10158105,"ELECTRIFICATION OF GUNGUL TO MANTA/BONTA
",252042001,LOWER BENUE RBDA,,9716000.0,NO,HIGH,"Electrification projects fall outside LBRBDA's core mandate which focuses on water resources management, irrigation development, and flood control rather than power infrastructure.",100
ERGP10158210,"COMPLETION OF THE UPGRADING OF ELECTRICAL INFRASTRUCTURES IN KARU, NASARAWA STATE",252042001,LOWER BENUE RBDA,,32935000.0,NO,HIGH,"Upgrading electrical infrastructure in Karu falls outside LBRBDA's water resources and irrigation mandate, as the agency is specifically focused on water management, irrigation development, and flood control rather than general electrical infrastructure projects.",100
ERGP10223072,"PROVISION OF STREET LIGHTS AT MOUNT SAINT MICHAELS ALAIDE, BENUE STATE
",252042001,LOWER BENUE RBDA,,9716000.0,NO,HIGH,"Providing street lights is an urban infrastructure function that falls outside LBRBDA's core mandate of water resources management, irrigation development, and agricultural support in the Lower Benue River Basin.",100
ERGP10223076,"PROVISION OF SOLAR STREET LIGHTS AT THE HEADQUARTERS COLONY MAKURDI, BENUE STATE AND PROVISION OF TRANSFORMERS FOR UPPER HILL AND ADAMAWA",252042001,LOWER BENUE RBDA,,11074000.0,NO,HIGH,"Providing solar street lights and transformers for residential areas falls outside LBRBDA's core mandate of water resources management, irrigation development, and agricultural support in the Lower Benue River Basin.",100
ERGP10231051,"ELECTRIFICATION OF OGLEWU/OGBOJU BENUE STATE
",252042001,LOWER BENUE RBDA,,3500000.0,PARTIAL,MEDIUM,"While electrification is not a core mandate of LBRBDA, it could be justified if supporting irrigation infrastructure operations or agricultural development facilities in these communities within their coverage area of Benue State.",50
ERGP10237737,"PROVISION AND INSTALLATION OF SOLAR STREET LIGHTS IN BASSA LGA, PLATEAU STATE",252042001,LOWER BENUE RBDA,,7000000.0,NO,HIGH,"Installing solar street lights in Plateau State falls outside LBRBDA's water resources and irrigation mandate, and Plateau State is not within the agency's seven-state coverage area which includes Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra States.",100
ERGP10237745,PROVISION AND INSTALLATION OF SOLAR SECURITY LIGHTS AT RADDA AND OTHER SURROUNDING COMMLUNITIES,252042001,LOWER BENUE RBDA,,70000000.0,PARTIAL,MEDIUM,"While solar security lights for communities is not a core water/irrigation function, it could reasonably support community engagement and security for irrigation infrastructure in areas where LBRBDA operates.",50
ERGP10237910,"PROVISION OF SOLAR STREET LIGHTS IN EBIKORO EZEKOM AMATTA IN IKEDURU LGA, IMO STATE",252042001,LOWER BENUE RBDA,,35000000.0,NO,HIGH,"Installing solar street lights in Imo State falls outside LBRBDA's core mandate of water resources management, irrigation development, and agricultural support, and Imo State is not within their designated seven-state coverage area.",100
ERGP10237943,"PROVISION OF SOLAR STREET LIGHTS IN OBE NKANU WEST ENUGU STATE (ONGOING)
",252042001,LOWER BENUE RBDA,,140000000.0,NO,HIGH,"Installing solar street lights in urban areas falls outside LBRBDA's core mandate of water resources management, irrigation development, and agricultural support in the Lower Benue River Basin.",100
ERGP10237977,ELECTRIFICATION OF SOME SELECTED COMMUNITIES IN GBOKO/TARKA FEDERAL CONSTITUENCY,252042001,LOWER BENUE RBDA,,35000000.0,NO,HIGH,"Electrification of communities is outside LBRBDA's mandate which focuses specifically on water resources management, irrigation development, and agricultural support rather than power/electricity infrastructure.",100
ERGP10238075,PROVISION AND INSTALLATION OF SURVEILLANCE ILLUMINATION IN SECURITY CHALLENGED COMMUNITIES OF A FEDERAL CONSTITUENCY IN KATSINA CENTRAL,252042001,LOWER BENUE RBDA,,140000000.0,NO,HIGH,"Installing surveillance illumination in Katsina Central falls completely outside LBRBDA's mandate of water resources management and irrigation development in the Lower Benue River Basin, and Katsina is not within their geographical jurisdiction.",100
ERGP10238151,"PROVISION OF SOLAR STREET LIGHTS IN SELECTED TOWNS IN TAKUM LGA, TAKUM/DONGA/USSA FED. CONSTITUENCY, TARABA STATE.",252042001,LOWER BENUE RBDA,,122500000.0,NO,HIGH,"Providing solar street lights in towns falls outside LBRBDA's core mandate of water resources management, irrigation development, and agricultural support in the Lower Benue River Basin.",100
ERGP10238162,"PROVISION OF SOLAR STREET LIGHTS IN SELECTED COMMUNITIES IN OSUN EAST SENATORIAL DISTRICT, OSUN STATE.",252042001,LOWER BENUE RBDA,,105000000.0,NO,HIGH,"The budget item involves providing solar street lights in Osun State, which is outside the Lower Benue RBDA's geographical mandate that covers only seven specific states (Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra), and street lighting falls outside their core functions of water resources management, irrigation development, and flood control.",100
ERGP10238166,"PROVISION OF SOLAR STREET LIGHTS IN OKE ADA AREA OF OKEMESI, EKITI WEST LGA, EKITI STATE.",252042001,LOWER BENUE RBDA,,17500000.0,NO,HIGH,"Installing solar street lights in Ekiti State falls outside LBRBDA's core mandate of water resources management and irrigation development, and Ekiti State is not within the agency's designated seven-state coverage area of the Lower Benue River Basin.",100
ERGP10238171,"PROVISION OF SOLAR STREET LIGHTS IN ALAJAGBE-EGUNPE- IDOFIN TOWN, EKITI STATE.",252042001,LOWER BENUE RBDA,,14000000.0,NO,HIGH,"Installing solar street lights in Ekiti State falls outside LBRBDA's mandate which focuses on water resources management, irrigation development, and agricultural support in the Lower Benue River Basin covering seven specific states (Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra), and Ekiti State is not within this geographical jurisdiction.",100
