mda_code,mda_name,mandate_description
215007001,"679. NATIONAL ROOT CROPS RESEARCH INSTITUTE (NRCRI), UMUDIKE","National Root Crops Research Institute is federal agricultural research institution conducting research on root and tuber crops. Located in Umudike, Abia State in southeastern Nigeria, operating under Agricultural Research Council of Nigeria and Federal Ministry of Agriculture. Established to develop improved varieties and production technologies for cassava, yam, sweet potato, cocoyam and other root crops. Conducts cassava research developing high-yielding disease-resistant varieties. Researches yam production, storage and processing technologies. Develops sweet potato varieties with improved nutrition. Conducts cocoyam research addressing taro leaf blight. Researches ginger, turmeric and other root crops. Develops virus-resistant and pest-resistant root crop varieties. Researches root crop processing and value addition. Develops improved storage technologies reducing post-harvest losses. Multiplies and distributes improved planting materials. Collaborates with IITA on cassava and root crops research. Root crops critical for food security - cassava staple for millions, yam culturally important. Nigeria world's largest cassava producer but yields low. Cassava for industrial starch, ethanol, animal feed. Critical for food security, industrial raw materials and root crops sector development.

**Core Mandate:** To conduct root crops research, develop improved varieties, generate production technologies, support cassava and yam production and advance root crops sector for food security.

**Statutory Functions:**
(a) Conduct research on root and tuber crops (cassava, yam, sweet potato, cocoyam)
(b) Develop high-yielding cassava varieties for food and industry
(c) Research disease-resistant cassava (cassava mosaic disease, bacterial blight)
(d) Develop yam varieties with improved yields and storage quality
(e) Research sweet potato varieties with enhanced nutrition (orange-fleshed)
(f) Conduct cocoyam research addressing taro leaf blight
(g) Research ginger, turmeric and medicinal root crops
(h) Develop virus-resistant and pest-resistant varieties
(i) Research root crop processing technologies
(j) Develop cassava processing for starch, flour and ethanol
(k) Research yam storage technologies reducing losses
(l) Develop value addition and industrial applications
(m) Multiply and distribute improved planting materials
(n) Research sustainable root crop production systems
(o) Conduct agronomic research on root crops management
(p) Train farmers on improved root crops production
(q) Collaborate with IITA on cassava improvement
(r) Address Nigeria's cassava industrial utilization
(s) Research climate-smart root crop varieties
(t) Advance food security through root crops research supporting cassava (world's largest producer) and yam production providing industrial raw materials and staple foods despite low yields requiring improvement"
231003001,680. NATIONAL RURAL ELECTRIFICATION AGENCY (NREA),"National Rural Electrification Agency is federal agency expanding electricity access to rural and underserved areas. Operating under Federal Ministry of Power. Established to electrify rural communities, promote renewable energy and achieve universal electricity access. Implements Rural Electrification Strategy and Implementation Plan. Develops mini-grids for rural communities using solar and hybrid systems. Promotes solar home systems for off-grid households. Constructs grid extension to unelectrified communities. Develops renewable energy solutions (solar, biomass, small hydro). Operates Nigeria Electrification Project with World Bank support. Provides electricity to rural health centers and schools. Supports productive use of electricity in agriculture and SMEs. Collaborates with private sector on mini-grid development. Addresses energy poverty - ~85 million Nigerians lack electricity access, mostly rural. Nigeria has ~43% electricity access rate, among world's lowest. Rural electrification critical for development, education, healthcare and poverty reduction. Faces challenges from funding gaps, difficult terrain, low revenue from poor rural communities and grid infrastructure limitations. Critical for universal electricity access, rural development and energy poverty reduction.

**Core Mandate:** To expand electricity access to rural areas, develop off-grid renewable energy solutions, implement rural electrification projects and achieve universal electricity access.

**Statutory Functions:**
(a) Expand electricity access to rural and underserved communities
(b) Implement Rural Electrification Strategy and Implementation Plan
(c) Develop solar mini-grids for off-grid rural communities
(d) Promote solar home systems for households without electricity
(e) Construct grid extension to unelectrified communities
(f) Develop renewable energy solutions (solar, biomass, small hydro)
(g) Operate Nigeria Electrification Project with World Bank funding
(h) Provide electricity to rural health centers and clinics
(i) Electrify rural schools improving education quality
(j) Support productive use of electricity in agriculture
(k) Electrify SMEs and rural businesses
(l) Collaborate with private sector on mini-grid development
(m) Promote public-private partnerships in rural electrification
(n) Address energy poverty affecting 85+ million Nigerians
(o) Increase Nigeria's 43% electricity access rate
(p) Develop sustainable business models for rural electricity
(q) Promote energy efficiency in rural electrification
(r) Conduct awareness on renewable energy benefits
(s) Monitor and evaluate rural electrification projects
(t) Advance universal electricity access and rural development electrifying communities addressing energy poverty (85M+ without electricity) through renewable mini-grids and grid extension despite funding and sustainability challenges"
521029001,# NIGERIAN FEDERAL AGENCY MANDATES: AGENCIES 801-820,"**MDA Code:** 521029001

Port Health Services Abuja operates at Nnamdi Azikiwe International Airport in Federal Capital Territory. Located at Nigeria's second-busiest airport serving capital city. Screens international arrivals, conducts health inspections and enforces quarantine regulations. Capital city entry point handles high diplomatic and business traveler traffic. COVID-19 testing center for international travelers. Verifies yellow fever vaccination certificates. Monitors malaria and infectious disease surveillance at FCT gateway.

**Core Mandate:** To prevent disease importation through Abuja airport, screen international travelers, enforce health regulations and protect FCT from imported infectious diseases.

**Statutory Functions:**
(a) Screen international travelers arriving at Nnamdi Azikiwe Airport
(b) Verify yellow fever vaccination certificates for entry compliance
(c) Conduct COVID-19 testing and vaccination verification
(d) Enforce International Health Regulations (IHR 2005) at airport
(e) Quarantine suspected infectious disease cases
(f) Issue health certificates for international travel
(g) Monitor disease surveillance at FCT entry point
(h) Inspect aircraft for health hazards and sanitation
(i) Screen airline crew for infectious diseases
(j) Conduct temperature screening for travelers
(k) Test for infectious diseases as required
(l) Monitor WHO disease alerts affecting travelers
(m) Collaborate with NCDC on outbreak response
(n) Coordinate with Immigration on traveler screening
(o) Maintain health screening equipment and facilities
(p) Record and report disease surveillance data
(q) Enforce quarantine for travelers from outbreak areas
(r) Provide public health information to travelers
(s) Inspect food and water on aircraft
(t) Protect Abuja and Nigeria from imported diseases through airport health screening"
521029014,"802. PORT HEALTH SERVICES (PHS), CALABAR","Port Health Services Calabar operates at Margaret Ekpo International Airport and Calabar seaport in Cross River State. Border proximity to Cameroon creates cross-border disease transmission risks. Tourism gateway for southeastern Nigeria. Monitors diseases from central African region. Addresses malaria and yellow fever endemic to region. Serves airport and seaport entry points requiring health surveillance.

**Core Mandate:** To prevent disease importation through Calabar entry points, monitor cross-border health threats and protect Cross River State from imported diseases.

**Statutory Functions:**
(a) Screen international travelers at Margaret Ekpo Airport
(b) Conduct health inspections at Calabar seaport
(c) Monitor cross-border disease transmission from Cameroon
(d) Verify yellow fever vaccination certificates
(e) Enforce International Health Regulations at entry points
(f) Quarantine suspected disease cases
(g) Screen seafarers arriving at Calabar port
(h) Inspect ships for health hazards
(i) Monitor malaria surveillance in coastal region
(j) Address yellow fever risks from central Africa
(k) Conduct traveler health screening
(l) Issue international health certificates
(m) Collaborate with state health authorities
(n) Coordinate with border security on health issues
(o) Inspect food and water on vessels
(p) Monitor disease outbreaks in neighboring countries
(q) Enforce quarantine regulations for ships
(r) Provide disease prevention information
(s) Report surveillance data to federal authorities
(t) Protect southeastern Nigeria from imported diseases through Calabar entry points"
521029005,"803. PORT HEALTH SERVICES (PHS), DAMATURU","Port Health Services Damaturu operates in Yobe State capital in northeastern Nigeria. Boko Haram-affected region with security challenges. Limited international traffic but critical for disease surveillance. Monitors polio surveillance as northeast was last endemic area. Addresses Lassa fever and meningitis outbreaks. Security challenges affect operations in insurgency region.

**Core Mandate:** To conduct disease surveillance in northeastern Nigeria, monitor polio eradication and protect Yobe State from disease outbreaks.

**Statutory Functions:**
(a) Conduct disease surveillance in Yobe State
(b) Monitor polio eradication in former endemic area
(c) Address Lassa fever surveillance and response
(d) Monitor meningitis outbreaks in meningitis belt
(e) Screen limited international travelers
(f) Enforce health regulations at entry points
(g) Collaborate with NCDC on disease control
(h) Support polio immunization campaigns
(i) Monitor acute flaccid paralysis cases
(j) Conduct health screening in conflict-affected areas
(k) Address IDP population health surveillance
(l) Monitor cholera and waterborne diseases
(m) Coordinate with state health authorities
(n) Report disease surveillance data
(o) Provide health information in communities
(p) Support emergency disease response
(q) Monitor cross-border health issues
(r) Address measles outbreaks
(s) Navigate security challenges in insurgency region
(t) Protect northeastern Nigeria from disease outbreaks despite security constraints"
521029008,"804. PORT HEALTH SERVICES (PHS), DUTSE","Port Health Services Dutse operates in Jigawa State capital near Niger Republic border. Northwestern location monitors cross-border health threats. Addresses meningitis belt epidemics. Conducts cholera surveillance. Limited international airport but strategic border health monitoring. Seasonal malaria control. Monitors diseases from neighboring Niger Republic.

**Core Mandate:** To monitor cross-border health threats, address meningitis surveillance and protect Jigawa State from imported diseases.

**Statutory Functions:**
(a) Monitor cross-border health threats from Niger Republic
(b) Conduct meningitis surveillance in meningitis belt
(c) Address cholera outbreak monitoring
(d) Screen limited international travelers
(e) Enforce health regulations at border areas
(f) Monitor seasonal malaria patterns
(g) Conduct disease surveillance in northwestern region
(h) Collaborate with state health authorities
(i) Address cerebrospinal meningitis epidemics
(j) Monitor yellow fever vaccination coverage
(k) Conduct health screening at entry points
(l) Report disease surveillance data
(m) Support emergency outbreak response
(n) Monitor waterborne disease outbreaks
(o) Address measles surveillance
(p) Provide public health information
(q) Coordinate with border security on health
(r) Monitor diseases from Sahel region
(s) Support immunization programs
(t) Protect northwestern Nigeria from cross-border diseases"
521029011,"805. PORT HEALTH SERVICES (PHS), IBADAN","Port Health Services Ibadan operates in Oyo State capital in southwestern Nigeria. Limited international entry point but regional health coordination role. Monitors Lassa fever endemic areas. Supports regional disease surveillance. Collaborates with University College Hospital and NCDC. Coordinates southwestern Nigeria health monitoring.

**Core Mandate:** To coordinate regional disease surveillance, monitor Lassa fever and support southwestern Nigeria health security.

**Statutory Functions:**
(a) Coordinate regional disease surveillance in southwest
(b) Monitor Lassa fever in endemic southwestern areas
(c) Conduct limited international traveler screening
(d) Support outbreak investigation and response
(e) Collaborate with UCH Ibadan on surveillance
(f) Coordinate with NCDC on disease control
(g) Monitor yellow fever in southwestern region
(h) Address cholera outbreak surveillance
(i) Conduct health screening at available entry points
(j) Support state disease surveillance systems
(k) Monitor malaria in southwestern states
(l) Report regional disease data
(m) Provide technical support to states
(n) Address measles outbreak monitoring
(o) Support immunization programs
(p) Coordinate emergency health response
(q) Monitor cerebrospinal meningitis cases
(r) Provide public health guidance
(s) Support laboratory surveillance networks
(t) Advance southwestern Nigeria disease surveillance and health security"
521029009,"806. PORT HEALTH SERVICES (PHS), ILORIN","Port Health Services Ilorin operates in Kwara State capital in north-central Nigeria. Limited international traffic. Regional disease surveillance role. Meningitis monitoring in middle belt. Supports state health emergency responses. Coordinates with neighboring states on disease control.

**Core Mandate:** To conduct regional disease surveillance, monitor meningitis and support north-central Nigeria health security.

**Statutory Functions:**
(a) Conduct disease surveillance in north-central region
(b) Monitor meningitis in middle belt states
(c) Address limited international traveler screening
(d) Support state emergency health responses
(e) Collaborate with Kwara State health authorities
(f) Coordinate with neighboring states on diseases
(g) Monitor yellow fever surveillance
(h) Address cholera outbreak monitoring
(i) Conduct health screening at entry points
(j) Support disease outbreak investigations
(k) Monitor malaria in north-central zone
(l) Report disease surveillance data
(m) Provide technical health guidance
(n) Support immunization campaigns
(o) Address measles outbreak surveillance
(p) Monitor cerebrospinal meningitis
(q) Coordinate emergency response activities
(r) Support laboratory disease diagnosis
(s) Provide public health information
(t) Advance north-central Nigeria disease surveillance and health protection"
521029003,"807. PORT HEALTH SERVICES (PHS), JALINGO","Port Health Services Jalingo operates in Taraba State capital bordering Cameroon. Northeastern border state monitors cross-border disease transmission. Addresses meningitis and yellow fever. Limited infrastructure. Security challenges from regional conflicts. Strategic location for central African disease surveillance.

**Core Mandate:** To monitor cross-border diseases from Cameroon, conduct surveillance and protect Taraba State from imported diseases.

**Statutory Functions:**
(a) Monitor cross-border disease transmission from Cameroon
(b) Conduct disease surveillance at Cameroon border
(c) Address meningitis surveillance in region
(d) Monitor yellow fever from central Africa
(e) Screen limited international travelers
(f) Enforce health regulations at border
(g) Collaborate with Taraba State health authorities
(h) Address security challenges in operations
(i) Monitor cholera in border communities
(j) Conduct health screening at entry points
(k) Support outbreak investigation
(l) Monitor malaria in northeastern region
(m) Report disease surveillance data
(n) Provide emergency health response
(o) Address measles surveillance
(p) Support immunization programs
(q) Monitor diseases from central Africa
(r) Coordinate with border security
(s) Provide public health guidance
(t) Protect northeastern Nigeria from cross-border diseases despite security challenges"
521029006,"808. PORT HEALTH SERVICES (PHS), KANO","Port Health Services Kano operates at Mallam Aminu Kano International Airport. Major northern Nigeria gateway. High traffic to and from Middle East and North Africa. Hajj pilgrims screening. Meningitis belt surveillance. Polio eradication monitoring. International trade hub. Second-busiest Nigerian airport after Lagos.

**Core Mandate:** To screen international travelers at northern gateway, monitor Hajj pilgrims and protect northern Nigeria from imported diseases.

**Statutory Functions:**
(a) Screen international travelers at Mallam Aminu Kano Airport
(b) Conduct Hajj pilgrims health screening
(c) Monitor travelers from Middle East and North Africa
(d) Verify yellow fever vaccination certificates
(e) Enforce International Health Regulations
(f) Conduct meningitis surveillance in belt region
(g) Monitor polio eradication progress
(h) Screen for infectious diseases
(i) Quarantine suspected disease cases
(j) Inspect aircraft for health hazards
(k) Screen airline crew members
(l) Issue international health certificates
(m) Monitor WHO disease alerts
(n) Collaborate with NCDC on outbreaks
(o) Coordinate with Immigration on screening
(p) Conduct COVID-19 testing
(q) Monitor cholera surveillance
(r) Address malaria monitoring
(s) Provide traveler health information
(t) Protect northern Nigeria from diseases through major international gateway"
521029007,"809. PORT HEALTH SERVICES (PHS), KATSINA","Port Health Services Katsina operates in northwestern state bordering Niger Republic. Limited international airport. Cross-border health monitoring. Addresses meningitis and cholera. Monitors smuggling routes for disease introduction. Security challenges from banditry in region.

**Core Mandate:** To monitor cross-border health, address meningitis surveillance and protect Katsina State from imported diseases.

**Statutory Functions:**
(a) Monitor cross-border health from Niger Republic
(b) Conduct disease surveillance at border areas
(c) Address meningitis surveillance in belt
(d) Monitor cholera outbreaks
(e) Screen limited international travelers
(f) Enforce health regulations at borders
(g) Monitor smuggling routes for diseases
(h) Collaborate with state health authorities
(i) Address banditry security challenges
(j) Conduct health screening at entry points
(k) Monitor yellow fever vaccination
(l) Support outbreak investigations
(m) Address measles surveillance
(n) Monitor malaria patterns
(o) Report disease surveillance data
(p) Support immunization programs
(q) Coordinate with border security
(r) Provide emergency health response
(s) Monitor diseases from Sahel region
(t) Protect northwestern Nigeria from cross-border diseases despite security constraints"
521029010,"813. PORT HEALTH SERVICES (PHS), SOKOTO","Port Health Services Sokoto operates in northwestern state capital. Limited international operations. Meningitis belt surveillance. Cross-border health monitoring with Niger Republic. Addresses seasonal disease patterns. Operates in noma disease region requiring health monitoring.

**Core Mandate:** To monitor meningitis surveillance, conduct cross-border health monitoring and protect Sokoto State from diseases.

**Statutory Functions:**
(a) Conduct meningitis surveillance in belt region
(b) Monitor cross-border health with Niger Republic
(c) Screen limited international travelers
(d) Address seasonal disease patterns
(e) Monitor noma disease in region
(f) Conduct health screening at entry points
(g) Collaborate with state health authorities
(h) Address cholera outbreak surveillance
(i) Monitor yellow fever vaccination
(j) Support outbreak investigations
(k) Address measles surveillance
(l) Monitor malaria patterns
(m) Report disease surveillance data
(n) Support immunization campaigns
(o) Coordinate with border security
(p) Provide emergency health response
(q) Monitor cerebrospinal meningitis
(r) Address malnutrition-related diseases
(s) Monitor diseases from Sahel
(t) Protect northwestern Nigeria from diseases through Sokoto surveillance"
521029004,"811. PORT HEALTH SERVICES (PHS), MAIDUGURI","Port Health Services Maiduguri operates in Borno State capital affected by Boko Haram insurgency. Limited international traffic. Critical for disease surveillance in conflict zone. Monitors polio in last endemic area before eradication. Conducts IDP health monitoring. Addresses cholera and measles outbreaks. Coordinates humanitarian health response.

**Core Mandate:** To conduct disease surveillance in conflict zone, monitor polio eradication and support IDP health monitoring in Borno State.

**Statutory Functions:**
(a) Conduct disease surveillance in insurgency-affected area
(b) Monitor polio eradication in former last endemic zone
(c) Screen limited international travelers
(d) Conduct IDP population health monitoring
(e) Address cholera outbreak surveillance
(f) Monitor measles in conflict-affected communities
(g) Support humanitarian health coordination
(h) Collaborate with NCDC on disease control
(i) Monitor acute flaccid paralysis cases
(j) Support polio immunization campaigns
(k) Address meningitis surveillance
(l) Conduct health screening despite security challenges
(m) Monitor malaria in northeastern region
(n) Coordinate with military on health access
(o) Support emergency disease response
(p) Report disease surveillance data
(q) Provide health services in accessible areas
(r) Monitor yellow fever surveillance
(s) Address waterborne disease outbreaks
(t) Protect northeastern Nigeria from diseases in insurgency-affected Borno State"
521029013,"812. PORT HEALTH SERVICES (PHS), PORT HARCOURT (BONNY, BRASS, ONNE, AIRPORT, WHARF)","Port Health Services Port Harcourt operates across Niger Delta oil region at multiple locations. Port Harcourt International Airport serves as international gateway for oil industry. Port Harcourt Wharf conducts seaport operations. Onne Port operates at major oil and gas port screening oil workers. Bonny terminal monitors offshore oil workers. Brass LNG terminal conducts health monitoring. Screens expatriate oil workers. Operates in yellow fever endemic area. Addresses malaria control. Provides offshore platform worker health certification.

**Core Mandate:** To screen oil industry workers, prevent disease importation through Niger Delta entry points and protect oil region from imported diseases.

**Statutory Functions:**
(a) Screen international travelers at Port Harcourt Airport
(b) Conduct health screening at Port Harcourt Wharf
(c) Operate at Onne oil and gas port
(d) Monitor Bonny oil terminal health
(e) Conduct screening at Brass LNG terminal
(f) Screen expatriate oil workers
(g) Verify yellow fever vaccination in endemic area
(h) Issue offshore worker health certificates
(i) Enforce International Health Regulations
(j) Quarantine suspected disease cases
(k) Screen seafarers and oil platform workers
(l) Inspect ships for health hazards
(m) Monitor malaria in Niger Delta
(n) Conduct COVID-19 testing
(o) Screen airline crew members
(p) Monitor WHO disease alerts
(q) Collaborate with oil companies on health
(r) Coordinate with NCDC on surveillance
(s) Inspect aircraft sanitation
(t) Protect Niger Delta oil region from diseases through comprehensive entry point screening"
521029016,"814. PORT HEALTH SERVICES (PHS), WARRI","Port Health Services Warri operates in Delta State Niger Delta oil city. Limited international airport. Regional health coordination. Monitors oil sector worker health. Operates in yellow fever and malaria endemic region. Supports offshore oil operations health requirements.

**Core Mandate:** To coordinate regional health surveillance, monitor oil worker health and protect Delta State from diseases.

**Statutory Functions:**
(a) Conduct regional health surveillance in Delta State
(b) Monitor oil sector worker health
(c) Screen limited international travelers
(d) Address yellow fever in endemic region
(e) Monitor malaria surveillance
(f) Support offshore oil operations health
(g) Conduct health screening at entry points
(h) Collaborate with state health authorities
(i) Coordinate with oil companies
(j) Address cholera surveillance
(k) Monitor disease outbreaks
(l) Support outbreak investigations
(m) Issue health certificates
(n) Enforce health regulations
(o) Provide emergency response
(p) Monitor measles surveillance
(q) Report disease data
(r) Support immunization programs
(s) Coordinate with NCDC
(t) Protect Niger Delta region from diseases through Warri operations"
521029002,"815. PORT HEALTH SERVICES (PHS), YOLA","Port Health Services Yola operates in Adamawa State capital in northeastern Nigeria. Proximity to Cameroon border monitors cross-border diseases. Addresses meningitis and cholera. Conducts IDP population health surveillance. Limited international traffic but strategic border location.

**Core Mandate:** To monitor cross-border diseases, conduct surveillance and protect Adamawa State from imported diseases.

**Statutory Functions:**
(a) Monitor cross-border diseases from Cameroon
(b) Conduct health surveillance at border
(c) Screen limited international travelers
(d) Address meningitis surveillance
(e) Monitor cholera outbreaks
(f) Conduct IDP health monitoring
(g) Enforce health regulations at border
(h) Collaborate with state health authorities
(i) Support outbreak investigations
(j) Monitor yellow fever surveillance
(k) Address malaria monitoring
(l) Report disease surveillance data
(m) Support immunization programs
(n) Monitor measles outbreaks
(o) Coordinate with border security
(p) Provide emergency health response
(q) Monitor diseases from central Africa
(r) Address waterborne diseases
(s) Support disease control programs
(t) Protect northeastern Nigeria from cross-border diseases through Yola operations"
155004001,816. NIGERIA POLICE FORCE - FORMATIONS AND COMMANDS,"Nigeria Police Force operates nationwide through State Commands in all 36 states and FCT, 12 Zonal Commands, Area Commands, Divisions and Stations. Specialized units include Mobile Police (MOPOL), Counter-Terrorism Unit, Explosive Ordnance Disposal, Criminal Investigation Department (CID) and Special Protection Unit. SARS (Special Anti-Robbery Squad) dissolved 2020 following #EndSARS protests. Approximately 370,000 officers serve population exceeding 200 million.

**Core Mandate:** To enforce laws, prevent and detect crime, maintain public order, protect lives and property, conduct investigations and ensure internal security nationwide.

**Statutory Functions:**
(a) Enforce Nigerian laws and maintain law and order
(b) Prevent crime and protect citizens from criminality
(c) Detect crimes and conduct criminal investigations
(d) Arrest suspects and bring criminals to justice
(e) Maintain public order and manage civil disturbances
(f) Protect lives and property of citizens
(g) Operate in all 36 states and Federal Capital Territory
(h) Provide community policing and public safety
(i) Combat armed robbery, kidnapping and violent crimes
(j) Address banditry in northwestern Nigeria
(k) Investigate cybercrime and fraud
(l) Provide traffic management and road safety
(m) Conduct criminal intelligence gathering
(n) Operate Mobile Police for rapid deployment
(o) Respond to emergency calls and distress
(p) Conduct crime scene investigations
(q) Maintain criminal records and databases
(r) Collaborate with other security agencies
(s) Provide court security and witness protection
(t) Advance law enforcement and public safety through nationwide police operations"
160001001,817. POLICE SERVICE COMMISSION (PSC),"Police Service Commission is independent constitutional federal body responsible for Nigeria Police Force personnel management. Operates under 1999 Constitution Third Schedule Part I. Recruits, appoints, promotes and disciplines police officers from Constable to Inspector-General rank. Ensures merit-based professional police force independent of political interference.

**Core Mandate:** To recruit, promote and discipline police officers, ensure police professionalism, maintain police independence and support effective law enforcement through merit-based management.

**Statutory Functions:**
(a) Recruit police officers through merit-based selection
(b) Appoint police officers from Constable to Inspector-General
(c) Promote police officers based on performance and seniority
(d) Discipline police officers for misconduct and offenses
(e) Dismiss police officers for serious violations
(f) Ensure professional standards in Nigeria Police Force
(g) Maintain police independence from political interference
(h) Operate as constitutional body under Third Schedule
(i) Investigate serious police misconduct
(j) Conduct competency assessments for promotions
(k) Ensure transparent recruitment processes
(l) Promote competent officers to leadership positions
(m) Address police corruption through disciplinary measures
(n) Ensure gender balance in police recruitment
(o) Implement diversity in police appointments
(p) Collaborate with Police Force on personnel management
(q) Review police personnel policies
(r) Monitor police professional development
(s) Enforce merit principles in appointments
(t) Advance police professionalism and accountability through independent constitutional oversight"
161008001,818. PRESIDENTIAL ADVISORY COMMITTEE,"Presidential Advisory Committee represents various ad hoc expert bodies established by Presidents to provide specialized advice on national issues. Different administrations establish committees on topics including anti-corruption, peace and security, Niger Delta, economic recovery and sector-specific challenges. Examples include Presidential Advisory Committee Against Corruption (PACAC), Presidential Committee on North East Initiative and sector advisory panels.

**Core Mandate:** To provide independent expert advice to President on critical national issues, recommend policies, conduct assessments and support presidential decision-making.

**Statutory Functions:**
(a) Provide independent expert advice to President
(b) Recommend policies addressing specific national challenges
(c) Conduct assessments and research on assigned topics
(d) Support presidential decision-making through specialized expertise
(e) Review government programs and initiatives effectiveness
(f) Propose reforms and interventions
(g) Engage stakeholders on complex national issues
(h) Prepare reports and recommendations for President
(i) Monitor implementation of presidential directives
(j) Provide technical expertise in specialized areas
(k) Collaborate with relevant MDAs on committee mandates
(l) Organize consultations and stakeholder engagements
(m) Address specific presidential concerns and priorities
(n) Promote evidence-based policy-making
(o) Conduct research supporting recommendations
(p) Analyze policy options and alternatives
(q) Provide comparative analysis from other countries
(r) Identify best practices for Nigerian context
(s) Support policy formulation processes
(t) Advance presidential policy effectiveness through expert advisory support on critical national issues"
157004001,819. PRESIDENTIAL AIR FLEET (STATE HOUSE),"Presidential Air Fleet provides air transport for President, Vice President and senior government officials. Based at Nnamdi Azikiwe International Airport Abuja. Operates under Office of President. Maintains presidential aircraft fleet including Boeing Business Jets. Ensures safe, secure presidential air travel. Supports executive mobility for domestic and international trips.

**Core Mandate:** To provide presidential air transport, ensure President's travel security, operate presidential aircraft fleet and support high-level government official movements.

**Statutory Functions:**
(a) Provide air transport for President and Vice President
(b) Operate presidential aircraft fleet
(c) Ensure President's flight safety and security
(d) Maintain presidential aircraft to highest standards
(e) Provide air transport for First Family when necessary
(f) Support ministerial and senior official travels when authorized
(g) Operate Boeing Business Jets and presidential aircraft
(h) Conduct presidential domestic trips
(i) Facilitate presidential international trips
(j) Provide backup aircraft for presidential movements
(k) Ensure secure presidential communications during flights
(l) Employ highly trained pilots and aviation crew
(m) Maintain aircraft according to international aviation standards
(n) Conduct regular aircraft safety inspections
(o) Coordinate with foreign authorities for presidential visits
(p) Manage aircraft maintenance schedules
(q) Ensure aircraft airworthiness certification
(r) Provide in-flight security for President
(s) Coordinate flight operations and logistics
(t) Advance presidential mobility and security through professional aviation operations"
111062001,820. PRESIDENTIAL ECONOMIC ADVISORY COUNCIL,"Presidential Economic Advisory Council is expert panel of distinguished economists, finance experts, business leaders and development economists appointed by President. Typically comprises 8-12 members including former central bank governors. Provides independent economic advice and recommendations on fiscal and monetary policies. Guides Nigeria's economic development strategy and assesses economic performance.

**Core Mandate:** To advise President on economic policy, recommend fiscal and monetary strategies, guide economic management and support sustainable economic development.

**Statutory Functions:**
(a) Advise President on economic policy and management
(b) Recommend fiscal policy strategies and budget priorities
(c) Provide monetary policy advice
(d) Guide economic development strategies and planning
(e) Assess Nigeria's economic performance and challenges
(f) Recommend policies addressing unemployment and poverty
(g) Advise on inflation control and price stability
(h) Guide exchange rate and foreign reserve management
(i) Recommend economic diversification strategies
(j) Assess global economic trends affecting Nigeria
(k) Advise on debt management and sustainability
(l) Recommend tax reforms and revenue generation
(m) Guide infrastructure financing and PPP frameworks
(n) Assess oil sector dependency and diversification
(o) Recommend policies promoting economic growth
(p) Advise on business climate and investment improvements
(q) Provide analysis of macroeconomic indicators
(r) Recommend trade and export promotion policies
(s) Advise on financial sector stability
(t) Advance economic policy effectiveness through expert advisory support on Nigeria's economic challenges"
161009001,# NIGERIAN FEDERAL AGENCY MANDATES: AGENCIES 701-720,"**MDA Code:** 161009001

NEPAD Nigeria Office is national coordinating body for New Partnership for Africa's Development continental initiative. Operating under Office of President. Established to coordinate Nigeria's participation in NEPAD - African Union's development framework. Coordinates NEPAD programs and projects in Nigeria. Promotes regional integration and African development. Implements NEPAD's priority areas - agriculture, infrastructure, governance, human development. Coordinates infrastructure development aligned with NEPAD objectives. Promotes intra-African trade and economic cooperation. Supports agriculture and food security initiatives. Collaborates with African Union and regional bodies. Promotes peer review mechanism for governance standards. Coordinates with ECOWAS on regional integration. Addresses challenges from limited funding, coordination gaps with MDAs and African development priorities competing with national focus. NEPAD represents Africa's self-driven development agenda. Nigeria's leadership role in African affairs. Critical for continental development participation, regional cooperation and advancing Africa's development through Nigerian engagement in NEPAD programs.

**Core Mandate:** To coordinate Nigeria's NEPAD participation, promote African development initiatives, support regional integration and implement NEPAD priority programs.

**Statutory Functions:**
(a) Coordinate Nigeria's participation in New Partnership for Africa's Development
(b) Implement NEPAD programs and projects in Nigeria
(c) Promote regional integration and African economic development
(d) Coordinate agriculture and food security initiatives
(e) Support infrastructure development aligned with NEPAD priorities
(f) Promote intra-African trade and economic cooperation
(g) Coordinate human development and capacity building programs
(h) Implement governance and democracy initiatives
(i) Promote African Peer Review Mechanism (APRM) for governance
(j) Collaborate with African Union on continental programs
(k) Coordinate with ECOWAS on West African regional integration
(l) Support science, technology and innovation development
(m) Promote climate change adaptation and environmental sustainability
(n) Coordinate with federal MDAs on NEPAD alignment
(o) Mobilize resources for NEPAD projects
(p) Monitor Nigeria's progress on NEPAD targets
(q) Promote South-South cooperation within Africa
(r) Engage development partners supporting African development
(s) Advance Nigeria's leadership role in African affairs
(t) Promote continental development through NEPAD coordination supporting regional integration, infrastructure and agriculture advancing Africa's self-driven development agenda"
